Log,Exercise Tag,Feeling Tag
my workout was squats i felt good,squats,good
my second workout was running it was tiring,running,tiring
i did a 45 minutes step class. the workout felt great while doing it but now my legs feel weak.,step class,"great, weak"
i worked on the bicycle at the gym for 30 minutes. i feel so much better because i worked up a sweat.,bicycle,better
running 4 miles i felt like my knees were numb with sharp pain,running,"numb, sharp pain"
pull ups my arms were so sore i was at muscle failure,pull ups,"sore, muscle failure"
i'm doing squats with a medicine ball. my knees are hurting after this workout.,medicine ball.,hurting
i'm doing bicep curls pumping my arms makes me feel like a strong man.,bicep curls,strong
i did a 20mins running on a spot i felt tired,running,tired
i just di 100 push ups i felt really stronger,push ups,stronger
i lifted weights it felt great,lifted,great
i did ab work it was gasy,ab,gasy
twisted body for stretching could feel it but still felt good stretching,stretching,good
standard plank on elbows straight across stronger,plank,stronger
i did surya namaskar for 6 times everyday i felt very tired and my muscles pained a little.,namaskar,"tired, pained"
i did adho mukho svanasana it was not that difficult and was relaxing.,adho mukho svanasana,"not that difficult, relaxing"
i rode the stationary bike for half an hour.   i fell like my legs are shaky.,rode,shaky
i did a one hour zumba dance class. i feel tired and sweaty but good.,zumba dance class,"tired, sweaty, good"
i ran four miles on a country road.  i felt great.,ran,great
"i used the weight machines at the gym. i am a bit sore, perhaps too aggressive.",weight machine,sore
i did 30 minutes on the elliptical machine this morning my mood went from tired to all fired up,elliptical machine,fired up
i used 15 pound weights to do 3 sets of arm curls my arms felt wobbly after,arm curls,wobbly
i just swam for 40 minutes it felt wonderful!,swam,wonderful
i just finished a 5 mile run. i feel so much more energized than i did before i started.,run,energized
i did 2 sets of 10 pushups today. sore but good.,pushups,"sore, good"
i did 4 sets of 20 jumping jacks. i was exhausted and needed to sit down.,jumping jacks,exhausted
"i walked on the treadmill for 30 minutes. i felt relaxed, but happy for the movement.",walked,"relaxed, happy"
i did ab crunches. i felt comfortable and happy to do this movement.,ab crunches,"comfortable, happy"
"today, i did 100 sit-ups at home. i was tired and felt burning sensation in my stomach area.",sit-ups,"tired, burning sensation"
i did high knees for 10 minutes.  i felt like my heart was going to jump out of my chest.,high knees,heart was going to jump out of my chest
i did 30 minutes on the stairmaster today. i was exhausted and sweating like a pig,stairmaster,"exhausted, sweating"
i did 4 sets of squats on the squat rack my legs were shaking during the workout but afterwards i felt so energized,squats,"shaking, energized"
jogged for 3 miles  it felt me so tired,jogged,tired
sit ups for 120 times it just killed my knee joints,sit ups,killed
i just completed a 5 mile fit walk exercise video.  i was really exhausted and beat after that!,walk,"exhausted, beat"
"i just did a two mile biking class at the gym. wow, it was hard to keep up, i need to get in shape. i am really tired!",biking,tired
i played tennis for two and a half hours. i was tired and ready for bed.,tennis,tired
i did one hundred sit-ups. my stomach muscles are burning.,sit-ups,burning
i did 10 burpees i felt out of breath and tired,burpees,"out of breath, tired"
i did leg lifts using my exercise ball i was sore,leg lifts,sore
lifting weights was tough on my arms felt tired and sore after the workout,lifting weights,"tired, sore"
lifting weights again felt less sore than before,lifting weights,less sore
i just did 3 sets of dumbell chest presses i felt great and my chest is pumped up,dumbell chest presses,"great, pumped"
i did 3 sets of leg presses i feel tired but great and my legs feel a good burn,leg presses,"tired, great, good burn"
running at least 4 block up and back down. i felt really tired but worked at it again.,running,tired
riding a bike up a hill and coming back down. it was a little better. it wasn’t that bad when trying it but it did burn.,bike,"better, burn."
i jogged 3 miles today. i felt energized after my walk.,jogged,energized
i did 100 laps in the pool. i am drained and tired.,laps,"drained, tired"
i danced in my zumba class today i felt exhausted after.,zumba,exhausted
i competed at a cheer competition today. i felt rejuvenated after.,cheer,rejuvenated
"i did booty yoga at the gym today for 45 minutes. i feel like i need to work out more, i am out of shape.",booty yoga,out of shape
i ran 5 miles today in town. my pace was terrible.,ran,terrible
i just did 25 push ups! i felt really energized.,push ups,energized
i went outside and ran one mile. i felt really exhausted since i am out of shape.,ran,exhausted
i just ran a mile around the neighborhood.  my legs are very shaky.,ran,very shaky
i played sand volleyball for an hour last night.  i am out of shape; i feel like i got hit by a truck.,volleyball,"out of shape, hit by a truck"
i hiked 2 miles to the put in i was tired but excited,hiked,tired
i paddled 8 miles of whitewater  i was tired but rrady for a second lap,paddled,tired
"i walked over 10,00 steps today. i was happy to meet my goal.",walked,happy
i rode my bike today. i love riding my bike.,rode,love
i just walked 3 miles this morning. i feel energized!,walked,energized
i just swam 10 laps at the pool. i feel tired.,swam,tired
i biked 5 miles in the neighborhood. i was so shaky and my legs felt like jello.,biked,shaky
i did 3 sets of 25 sit ups in the morning. my stomach was on fire and i felt really out of shape.,sit ups,"fire, out of shape"
i just finished a 3 mile hike. it was great!,hike,great
"i finished a 3 mile jog. it was hard, but i',m glad i did it.",jog,"hard, glad"
i curled my weights. i felt good and clear-headed.,curled,"good, clear-headed"
i got on the floor and did some pushups. i felt a little tired but pushed through.,pushups,tired
i ran a 5k it was terrifying,ran,terrifying
i pumped a leg day i can walk like a cowboy,leg,walk like a cowboy
i just tried yoga for the first time. i feel refreshed and healthy.,yoga,"refreshed, healthy"
i just completed 100 jumping jacks. i am out of breath and tired.,jumping jacks,"out of breath, tired"
i squatted 225 lbs. my hamstrings are incredibly sore and tired.,squatted,"sore, tired"
i ran 3 miles. i feel drained.,ran,drained
i ran six miles i was very out of breath,ran,out of breath
i did 100 crunches my abs hurt,crunches,abs hurt
"i did exercises to tone up . like lifting weights and burpees during i felt a little dizzy , but then felt sore but good",like lifting weights and burpees,"little dizzy, sore, good"
"i did cardio, like treadmill, and stair master  i actually felt good during and after","treadmill, and stair master",good
i completed a 30-minute cardio kickboxing workout. i could barely lift my arms afterwards!,cardio kickboxing,barely lift
i rode my bike 30 miles. i feel strong and accomplished.,bike,"strong, accomplished"
"did 2 sets 12 reps shoulder press at 15lbs really hard, left shoulder hurts",shoulder press,"really hard, shoulder hurts"
"took 1 hour chair yoga class tedious, but glad i did it.",chair yoga,"tedious, glad i did it"
i hiked 3.5 miles at pinnacle peak trail. it was tough but invigorating.,hiked,"tough, invigorating"
i walked 13 flights of stairs. i did not enjoy it all like i do hiking,stairs,not enjoy
i did a yoga session today i felt very inflexible,yoga,inflexible
i ran 5 miles on a treadmill i felt tired,ran,tired
i jogged on the treadmill for 2 miles. i was tired and very relieved when the workout was finished.,jogged,"tired, relieved"
i did dips after jogging. my arms and shoulders got very tired but i felt good because i was pumped up.,dips,"tired, good, pumped"
i just did 3 set of 10 bicep dumbbell raises i'm getting better at this,dumbbell raises,better
i ran 1 mile on the treadmill i should run more,ran,should run more
i went to a one hour yoga class this morning. i felt so relaxed and at peace afterwards.,yoga,"relaxed, peace"
i ran a mile this afternoon. it's been a while since i ran so it took me longer than usual and i'm beat.,ran,beat
i just hiked 4 miles in the forest. i felt great,hiked,great
i went bike riding for 2 hours i felt great,riding,great
i went swimming at the pool. it was enjoyable.,swimming,enjoyable
i just went on a 5 hour hike. it felt refreshing and exciting.,hike,"refreshing, exciting"
i ran on a treadmill at the gym today. i felt exhausted after it.,ran,exhausted
i lifted weights at the gym. i felt weak after it.,lifted,weak
i did an hour of weightlifting  it was pretty intense to say the least,weightlifting,intense
i went for an hour jog afterwards i actually felt energetic,jog,energetic
i did a minute plank today. my body was shivering during the exercise but i made it through and felt great afterwards.,plank,"shivering, great"
"i did 30  jumping jacks. i should do more, i didn't feel challenged by the exercise.",jumping jacks,didn't feel challenged
i went to a yoga class at the gym this morning. i felt energized leaving the gym.,yoga class,energized
i swam 50 laps in the pool. my arms and legs are killing me!,swam,killing me
i just walked 5 miles up a moutain it was very hard,walked,hard
i did an hour spin class i was exhausted,spin class,exhausted
i jogged around the lake this morning.  i felt great afterwards.,jogged,great
i did two sets of 50 push-ups.  my arms are still sore.,push-ups,sore
i lifted arms for an hour i felt good.,lifted arms,good
i jogged for 30 minutes i felt tired,jogged,tired
i just rode my bicycle for 30 miles. my legs feel tired but overall i feel pretty strong.,rode,"tired, pretty strong"
